__label__社会 , 日本 で 最も 面積 が 大きい 市 は ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい た か や ま 
__label__社会 , [ 画像 問 ] 次 の うち 、 モンゴル 高原 に 住む 遊牧民 の 移動 式 住居 は どっち ？ （ A . 白い 、 扉 付き の 住居 。 奥 に も 2 つ 見える | B . 円錐 型 、 OPEN の 文字 ） 
__label__社会 , 2009 年 12 月 をもって 廃止 さ れ た アガサ・クリスティ の 小説 で も おなじみ の 夜行 列車 は ○ ○ ○ ○ ○ 急行 ？ ○ を 答え なさい オリエント 
__label__社会 , 2011 年 11 月 の 大阪 市長 選挙 で 当選 し た 政治 家 は 松井 一郎 で ある 
__label__社会 , 在日 米 軍 基地 で 普天間 基地 が ある の は ○ ○ 県 ？ ○ の 漢字 を ひ ら が なで 答え なさい おき な わ 
__label__社会 , 次 の うち 「 京都 五山 」 に 含ま れる 臨済宗 の お寺 を 全て 選び なさい 円覚寺 浄妙寺 天竜寺 
__label__社会 , アメリカ に は 遺体 の 冷凍 保存 を 請け負う 会社 が 存在 する 
__label__社会 , 選挙 の 際 、 優位 と さ れ た 政党 や 候補 者 により 多く の 支持 が 集まる 現象 は ○ ○ ○ ワゴン 効果 ？ ○ を 答え なさい バンド 
__label__社会 , フランス の 国旗 の 通称 は 「 ○ ○ ○ ロール 」 ？ ○ を 答え なさい トリコ 
__label__社会 , 次 の 国 を 国内 に 時差 が ある 国 と ない 国 に グループ 分け し なさい ある ない アメリカ カナダ ルクセンブルク ロシア バチカン 市 国 
__label__社会 , イースター 島 に ある モアイ 像 は かつて 口 から 光 の 輪 を 吐い て い た 
__label__社会 , [ 画像 問 ] 神戸 港 に 建つ この タワー は 神戸 ○ ○ ○ タワー ？ （ 双曲線 構造 の 赤い タワー ） ポート 
__label__社会 , 地球 上 の 陸地 の 面積 と 太平洋 の 面積 広い の は 陸地 の 面積 で ある 
__label__社会 , 1996 年 に 菅 直人 、 鳩山 由紀夫 ら が 結成 し た 政党 は ○ ○ 党 ？ ○ の 漢字 を ひ ら が なで 答え なさい みん し ゅ 
__label__社会 , 日本銀行 の 総裁 の 任期 は ○ 年 ？ ○ を 答え なさい 5 
__label__社会 , 日本 の 政党 で 自民党 の リーダー を ○ ○ という ？ ○ の 漢字 を ひ ら が なで 答え なさい そう さい 
__label__社会 , 忠 犬 ハチ公 の 銅像 が ある JR 山手 線 の 駅 は ○ ○ 駅 ？ ○ の 漢字 を ひ ら が なで 答え なさい しぶ や 
__label__社会 , 次 の うち 、 ヨーロッパ の 国 の 首都 と なっ て いる 都市 を 全て 選び なさい パリ ベルリン ペキン 
__label__社会 , 太平洋 と カリブ海 を 結ぶ パナマ 運河 を 管理 し て いる 国 は アメリカ で ある 
__label__社会 , ムーミン 谷 博物館 が ある フィンランド の 都市 です タン ペレ 
__label__社会 , 日本 の 国会 議事堂 に は プール が 備え られ て いる 
__label__社会 , 東京 に ある 国立 国会図書館 は 満 18 歳 以上 なら 誰 でも 利用 できる 
__label__社会 , 渋谷 の モヤイ 像 など の 作品 で 知ら れる 彫刻 家 です 大 後 友市 
__label__社会 , JR の 山手 線 に 起点 と 終点 は ない 
__label__社会 , 2009 年 8 月 に 北朝鮮 を 訪れ 金 正日 総 書記 と 会談 し た アメリカ の 元 大統領 は ビル ・ クリントン で ある 
__label__社会 , 本州 四国 連絡 橋 で 兵庫 県 と 徳島 県 を 結ぶ の は 何 ルート ？ 神戸 ・ 鳴門 尾道 ・ 今治 児島 ・ 坂出 尾道 ・ 坂出 
__label__社会 , 日本 において 市町村 長 と 都道府県 知事 の 任期 は 共に 4 年 で ある 
__label__社会 , 次 の 国 を 核 実験 を 行っ た 順 に 選び なさい 北朝鮮 インド 中国 
__label__社会 , 日本 の 法律 における 刑罰 で 死刑 の 次に 重い もの は ○○○○？○ の 漢字 を ひ ら が なで 答え なさい むき ちょ うえ き 
__label__社会 , 次 の 国 と それ が 含ま れる 地域 の 正しい 組み合わせ を 選び なさい ポルトガル エジプト ニュージーランド アフリカ オセアニア ヨーロッパ 
__label__社会 , 2009 年 9 月 に 第 93 代 内閣 総理 大臣 に 就任 し た 政治 家 は 鳩山 由紀夫 です が その 父親 で ある 今 は 亡き 政治 家 は 鳩山 ○○○？○ の 名前 を ひ ら が なで 答え なさい いい ちろ う 
__label__社会 , 「 代議士 」 と いえ ば 衆議院 議員 の こと で ある 
__label__社会 , 2012 年 5 月 に 、 東京 スカイツリータウン に オープン し た プラネタリウム の 名前 は ？ ( 2 文字 ) 天空 
__label__社会 , 廃業 し た 病院 や トンネル など 霊 の うわさ が 絶え ない 場所 を 一般に 何 という ？ 心霊 スポット 
__label__社会 , 自由民主党 に 所属 する 政治 家 です た け べつ とむ 
__label__社会 , 四国 の 4 つ の 県 は それぞれ 他 の 3 県 と 接し て いる 
__label__社会 , ブラジル に 入国 する 際 に は 必ず サンバ を 踊ら なく て は なら ない 
__label__社会 , 2011 年 9 月 に 首相 ・ 野田 佳彦 が 開設 し た ブログ の タイトル は 「 官邸 ○ ○ ○ 版 」 ？ ○ を 答え なさい かわら 
__label__社会 , 2012 年 2 月 に ， 植木 義晴 は パイロット 出身 者 として 初めて 日本航空 の 社長 に 就任 する 
__label__社会 , ハイチ など で 信仰 さ れ て いる ゾンビ 伝説 など で 知ら れる 宗教 は ○ ○ ○ ○ ○ 教 ？ ○ を 答え なさい ブードゥー 
__label__社会 , 2010 年 10 月 に 、 自治体 による 「 ゆる キャラ 」 として は 初 の 公式 ファンクラブ が 結成 さ れ た の は 「 せん とく ん 」 で ある 
__label__社会 , 日本 の 首都 を 「 東京 」 と 定め た 法令 は 存在 し ない 
__label__社会 , 2011 年 4 月 、 キャサリン 妃 と 結婚 し た イギリス の ウィリアム 王子 に 与え られ た 爵位 は 「 ケンブリッジ 公 」 で ある 
__label__社会 , 日本 の 都市 の 中 で 唯一 「 る 」 で 始まる 都市 は ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい る もい 
__label__社会 , 1660 年 に は ここ の 医学部 で 蒸留 酒 の ジン が 発明 さ れ た オランダ 最古 の 大学 は ○ ○ ○ ○ 大学 ？ ( 4 文字 ) ライデン 
__label__社会 , 九州 最南端 の 岬 は 佐多岬 で ある 
__label__社会 , ロサンゼルス に 次ぐ カリフォルニア 州 第 2 の 都市 サンディエゴ 
__label__社会 , 北海道 最北端 の 岬 は 稚内 市 に ある ○ ○ 岬 ？ ○ の 漢字 を ひ ら が なで 答え なさい そう や 
__label__社会 , 九州 に も スキー 場 が ある 
__label__社会 , 2005 年 2 月 に 発効 し た 「 京都 議定 書 」 と は 絶滅 が 近い 動物 の 保護 を 目的 に し た もの で ある 
__label__社会 , 次 の 地形 を 浸食 や 風化 によって 変化 する 順 に 選び なさい 老 年期 地形 幼年 期 地形 準 平原 壮年 期 地形 
__label__社会 , 政令 指定 都市 に なる ため に 必要 な 人口 は 100 万 人 で ある 
__label__社会 , [ 動画 問 ] 次 の 映像 から 連想 さ れる 都道府県 の うち 人口 が 多い の は ？ （ A . 相輪 は 青銅 色 、 大阪 | B . 相輪 は 金色 、 東京 ） 
__label__社会 , 1988 年 に パキスタン の 首相 に 就任 し 、 イスラム 国家 における 初 の 女性 首相 と なっ た 政治 家 は ベナジール・ ○ ○ ○ ？ ( 3 文字 ) ブット 
__label__社会 , 日本 の 大手 建設 会社 の 1 つ 大成建設 を 創業 し た 実業 家 は 大倉 喜七郎 で ある 
__label__社会 , ニューヨーク に ある 「 自由 の 女神 像 」 は 裸足 で ある 
__label__社会 , 日本 で 最初 に 飛行場 が でき た の は 広大 な 土地 を 持つ 北海道 で ある 
__label__社会 , 昭和 40 年代 の 高度 経済 成長 下 で 太平 ムード に 浮かれる 世相 を 皮肉り 「 昭和 元禄 」 という 言葉 を 生ん だ 政治 家 は 岸 信介 で ある 
__label__社会 , 東京 の 赤坂御苑 が ある 場所 に かつ て あっ た 屋敷 は 水戸 徳川 家 の もの で ある 
__label__社会 , カナダ の オンタリオ 州 と ケベック 州 に またがる セントローレンス 川 沿い の 観光 名所 は ○ ○ ○ ○ 街道 ？ ○ を 答え なさい メープル 
__label__社会 , 流域 に 多く の 温泉 が ある 利根川 の 支流 鬼怒川 
__label__社会 , イスラエル ・ ウェポン・インダストリーズ 社 が 生産 する 有名 な 拳銃 の ブランド は ？ デザート イーグル 
__label__社会 , 現在 、 中国 の 国家 主席 を 務め て いる 政治 家 は 胡 錦 濤 で ある 
__label__社会 , シンガポール と インドネシア の 国境 線 と なっ て いる 海峡 は ジョホール 海峡 で ある 
__label__社会 , 建物 内部 に 美術館 が ある 「 国内 御三家 」 の 一つ 「 トゥールダルジャン 東京 」 創業 者 は 元 ・ 力士 プリンスホテル ホテルニューオータニ ワシントン ホテル 山の上 ホテル 
__label__社会 , 次 の 南 アメリカ の 世界 遺産 と それ が ある 国 の 正しい 組み合わせ を 選び なさい ガラパゴス 諸島 ラパ・ヌイ 国立 公園 古都 スクレ チリ ボリビア エクアドル 
__label__社会 , 都道府県 の 名前 に 最も 多く 使わ れ て いる 漢字 は 「 島 」 で ある 
__label__社会 , 次 の うち 、 イギリス に ある 工業 地帯 を 全て 選び なさい ザール 工業 地帯 ミッドランド 工業 地帯 ランカシャー 工業 地帯 
__label__社会 , 北 近畿 タンゴ 鉄道 の 特急 車両 「 タンゴ ○○○○○○○」？ ディスカバリー 
__label__社会 , 鉄道 や バス で 、 客 を 乗せ て ない 状態 で 他 の 場所 へ 移動 する 時 に 表示 さ せる 漢字 2 文字 は ○ ○ ？ ○ の 漢字 を ひ ら が なで 答え なさい かいそ う 
__label__社会 , 工場 が 結合 し た もの です コンビナート 
__label__社会 , 日本 の 有名 な 繁華 街 で すすきの が ある 都市 は 札幌 市 です が 心斎橋 が ある 都市 は ？ 札幌 市 京都 市 神戸 市 大坂 市 
__label__社会 , 次 の 国 を 当てはまる もの ごと に グループ 分け し なさい 王国 共和 国 フィリピン インドネシア シンガポール タイ 
__label__社会 , 東芝 グループ の 中 に は 関西 に 本社 を 置く 「 西芝電機 」 という 会社 も ある 
__label__社会 , ウォールストリート・ジャーナル シカゴ・トリビューン ワシントン・ポスト ニューヨーク・タイムズ フランス の 新聞 アメリカ の 新聞 イギリス の 新聞 ドイツ の 新聞 
__label__社会 , 神戸 市 の 繁華 街 に 位置 する JR 東海道 本線 の 駅 は 「 三ノ宮 駅 」 で ある 
__label__社会 , NBC テレビ の リポーター として 活動 する 、 クリントン 元 アメリカ 大統領 の 一人娘 は ○○○○○ ・ クリントン ？ ○ を 答え なさい チェルシー 
__label__社会 , 犯人 が 、 事件 の 発覚 前 に 自ら 名乗り出る こと を 「 出頭 」 という 
__label__社会 , 十二支 で 方向 を 表し た もの に 名前 を ちなむ 、 地球 の 経線 の 別名 は 「 ○ ○ 線 」 ？ ○ の 漢字 を ひ ら が なで 答え なさい し ご 
__label__社会 , [ 画像 問 ] 次 の うち 、 カナダ と アメリカ に またがる 「 ナイアガラ の 滝 」 は どっち ？ （ A . 青い 、 落差 が 大きい | B . 黄土 色 の 水 、 草 が 多い ） 
__label__社会 , 2003 年 の 沖縄 都市 モノレール 開通 で 誕生 し た 、 日本 で 最も 西 に 位置 する 鉄道 駅 は ○ ○ 空港 駅 ？ ○ の 漢字 を ひ ら が なで 答え なさい な は 
__label__社会 , アメリカ 、 ルイジアナ 州 の 州都 は ニューオーリンズ で ある 
__label__社会 , JR 北海道 の 車両 に は 冷房 装置 は 付け られ て い ない 
__label__社会 , 日本国 憲法 は 改正 する こと が 出来 ない 
__label__社会 , 旧称 を 「 アイワイバンク 銀行 」 といった コンビニ ATM 事業 の 最大手 の 銀行 は ○ ○ ○ 銀行 ？ ○ を 答え なさい セブン 
__label__社会 , 国際 日付変更線 の こと を アルファベット 3 文字 で 「 ○ ○ ○ 」 という ？ ○ を 答え なさい IDL 
__label__社会 , 次 の テーマパーク を それ が ある 都道府県 ごと に グループ 分け し なさい 東京 都 栃木 県 千葉 県 東京 サマー ランド 東武 ワールド スクウェア 房総 の むら 
__label__社会 , 次 の 日本 の 都市 と それ が 位置 する 都道府県 の 正しい 組み合わせ を 選び なさい 男鹿 市 鹿嶋 市 鈴鹿 市 茨城 県 三重 県 秋田 県 
__label__社会 , 「 ユニ クロ 」 など を 運営 する ふ ぁ ー す とり て い りん ぐ の 創業 者 柳井 正 
